	subject	list	trial_type	position	item	text	span	scheme	story	trial
8122	1	146	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	3
8123	1	146	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	3
8124	1	146	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	3
8125	1	146	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	3
8126	1	146	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	3
8127	1	146	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	3
8128	1	146	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	3
8129	1	146	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	3
8130	1	146	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	3
8131	1	146	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	3
8132	1	146	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	3
8133	1	146	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	3
8134	1	146	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	3
8135	1	146	study	27	105	his stomach rumbling	[1217, 1237]	human	Fisherman	3
8136	1	146	study	28	106	All he had for dinner was some bread and what was left of the molasses	[1237, 1307]	human	Fisherman	3
8137	1	146	study	29	107	Finally the bear paused in his eating	[1307, 1344]	human	Fisherman	3
8138	1	146	study	30	108	and looked over to the bushes where the old man was hidden	[1344, 1402]	human	Fisherman	3
8139	1	146	study	31	109	The bear stood up and laid the remaining fish in a row	[1402, 1456]	human	Fisherman	3
8140	1	146	study	32	110	Then it walked away up the shore	[1456, 1488]	human	Fisherman	3
8141	1	146	study	33	111	The old man crept out of the bushes and down to the shore	[1488, 1545]	human	Fisherman	3
8142	1	146	study	34	112	Sure enough, the bear had left six large trout for him	[1545, 1599]	human	Fisherman	3
8143	1	146	study	35	113	He looked over at the bear	[1599, 1625]	human	Fisherman	3
8144	1	146	study	36	114	It was standing at the edge of the wood watching	[1625, 1673]	human	Fisherman	3
8145	1	146	study	37	115	"""Thanks a lot,"" the old man called to the bear"	[1673, 1719]	human	Fisherman	3
8146	1	146	study	38	116	The bear waved the now-clean paw at the old man	[1719, 1766]	human	Fisherman	3
8147	1	146	study	39	117	and disappeared into the thicket	[1766, 1798]	human	Fisherman	3
8148	1	146	study	40	118	"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses."""	[1798, 1888]	human	Fisherman	3
8149	1	146	study	41	119	The old man never hunted bears again	[1888, 1924]	human	Fisherman	3
8150	1	146	recall	1	81	he was not catching anything	[60, 88]	human	Fisherman	3
8151	1	146	recall	2	85	he saw something suspicious going on in his house	[94, 143]	human	Fisherman	3
8152	1	146	recall	3	89	smears honey all over his paws	[247, 277]	human	Fisherman	3
8153	1	146	recall	4	92	waves his paws in the air	[310, 335]	human	Fisherman	3
8154	1	146	recall	5	96	bugs get caught in them	[340, 363]	human	Fisherman	3
8155	1	146	recall	6	95	bear goes to the river	[369, 391]	human	Fisherman	3
8156	1	146	recall	7	97	puts his paw near the water	[396, 423]	human	Fisherman	3
8157	1	146	recall	8	98	a trout jumps in to eat the bugs	[428, 460]	human	Fisherman	3
8158	1	146	recall	9	101	the bear then cuffs lots of fish to the side of the river	[462, 519]	human	Fisherman	3
8159	1	146	recall	10	108	the man is watching from behind a bush	[521, 559]	human	Fisherman	3
8160	1	146	recall	11	119	says he will never hunt bears again	[734, 769]	human	Fisherman	3
8161	20	147	study	1	79	One fine day an old Maine man was fishing 	[0, 42]	human	Fisherman	1
8162	20	147	study	2	80	on his favorite lake 	[42, 63]	human	Fisherman	1
8163	20	147	study	3	81	and catching very little	[63, 87]	human	Fisherman	1
8164	20	147	study	4	82	Finally, he gave up	[87, 106]	human	Fisherman	1
8165	20	147	study	5	83	and walked back along the shore to his fishing shack	[106, 158]	human	Fisherman	1
8166	20	147	study	6	84	When he got close to the front door, he saw it was open.	[158, 214]	human	Fisherman	1
8167	20	147	study	7	85	Being of a suspicious nature, he walked to the door quietly and looked inside	[214, 291]	human	Fisherman	1
8168	20	147	study	8	86	There was a big black bear	[291, 317]	human	Fisherman	1
8169	20	147	study	9	87	It was just pulling the cork out of his molasses jug with its teeth	[317, 384]	human	Fisherman	1
8170	20	147	study	10	88	The molasses spilled all over the floor	[384, 423]	human	Fisherman	1
8171	20	147	study	11	89	and the bear rubbed his paw in it, smearing it all over	[423, 478]	human	Fisherman	1
8172	20	147	study	12	90	When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore	[478, 584]	human	Fisherman	1
8173	20	147	study	13	91	Standing on its hind legs	[584, 609]	human	Fisherman	1
8174	20	147	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	1
8175	20	147	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	1
8176	20	147	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	1
8177	20	147	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	1
8178	20	147	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	1
8179	20	147	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	1
8180	20	147	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	1
8181	20	147	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	1
8182	20	147	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	1
8183	20	147	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	1
8184	20	147	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	1
8185	20	147	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	1
8186	20	147	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	1
8187	20	147	study	27	105	his stomach rumbling	[1217, 1237]	human	Fisherman	1
8188	20	147	study	28	106	All he had for dinner was some bread and what was left of the molasses	[1237, 1307]	human	Fisherman	1
8189	20	147	study	29	107	Finally the bear paused in his eating	[1307, 1344]	human	Fisherman	1
8190	20	147	study	30	108	and looked over to the bushes where the old man was hidden	[1344, 1402]	human	Fisherman	1
8191	20	147	study	31	109	The bear stood up and laid the remaining fish in a row	[1402, 1456]	human	Fisherman	1
8192	20	147	study	32	110	Then it walked away up the shore	[1456, 1488]	human	Fisherman	1
8193	20	147	study	33	111	The old man crept out of the bushes and down to the shore	[1488, 1545]	human	Fisherman	1
8194	20	147	study	34	112	Sure enough, the bear had left six large trout for him	[1545, 1599]	human	Fisherman	1
8195	20	147	study	35	113	He looked over at the bear	[1599, 1625]	human	Fisherman	1
8196	20	147	study	36	114	It was standing at the edge of the wood watching	[1625, 1673]	human	Fisherman	1
8197	20	147	study	37	115	"""Thanks a lot,"" the old man called to the bear"	[1673, 1719]	human	Fisherman	1
8198	20	147	study	38	116	The bear waved the now-clean paw at the old man	[1719, 1766]	human	Fisherman	1
8199	20	147	study	39	117	and disappeared into the thicket	[1766, 1798]	human	Fisherman	1
8200	20	147	study	40	118	"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses."""	[1798, 1888]	human	Fisherman	1
8201	20	147	study	41	119	The old man never hunted bears again	[1888, 1924]	human	Fisherman	1
8202	20	147	recall	1	79	there was an old fisherman	[0, 27]	human	Fisherman	1
8203	20	147	recall	2	82	he eventually became discouraged	[79, 112]	human	Fisherman	1
8204	20	147	recall	3	83	headed home	[116, 127]	human	Fisherman	1
8205	20	147	recall	4	84	he saw that his door was already opened	[129, 168]	human	Fisherman	1
8206	20	147	recall	5	86	found a black bear inside	[189, 215]	human	Fisherman	1
8207	20	147	recall	6	88	the black bear had spilled molasses all on the floor	[258, 310]	human	Fisherman	1
8208	20	147	recall	7	89	was rubbing his paw in it	[315, 340]	human	Fisherman	1
8209	20	147	recall	8	93	he attracted many flies and bugs	[427, 460]	human	Fisherman	1
8210	20	147	recall	9	94	with his sticky paw	[460, 479]	human	Fisherman	1
8211	20	147	recall	10	95	he went into the water	[481, 504]	human	Fisherman	1
8212	20	147	recall	11	97	held his paw just above the waterline	[508, 546]	human	Fisherman	1
8213	20	147	recall	12	96	with the flies and bugs still attracted to his paw	[546, 596]	human	Fisherman	1
8214	20	147	recall	13	100	the bugs attracted one big trout after the other	[598, 647]	human	Fisherman	1
8215	20	147	recall	14	101	which the bear swatted out of the air and into a pile on shore .	[647, 711]	human	Fisherman	1
8216	20	147	recall	15	104	he then went to his pile and ate half a dozen while the old fisherman watched	[711, 789]	human	Fisherman	1
8217	20	147	recall	16	108	from the bushes . the bear noticed the hungry fisherman	[789, 844]	human	Fisherman	1
8218	20	147	recall	17	115	the fisherman thanked the bear	[883, 914]	human	Fisherman	1
8219	20	147	recall	18	119	the fisherman never hunted bear again	[992, 1029]	human	Fisherman	1
8220	20	148	study	1	79	One fine day an old Maine man was fishing 	[0, 42]	human	Fisherman	2
8221	20	148	study	2	80	on his favorite lake 	[42, 63]	human	Fisherman	2
8222	20	148	study	3	81	and catching very little	[63, 87]	human	Fisherman	2
8223	20	148	study	4	82	Finally, he gave up	[87, 106]	human	Fisherman	2
8224	20	148	study	5	83	and walked back along the shore to his fishing shack	[106, 158]	human	Fisherman	2
8225	20	148	study	6	84	When he got close to the front door, he saw it was open.	[158, 214]	human	Fisherman	2
8226	20	148	study	7	85	Being of a suspicious nature, he walked to the door quietly and looked inside	[214, 291]	human	Fisherman	2
8227	20	148	study	8	86	There was a big black bear	[291, 317]	human	Fisherman	2
8228	20	148	study	9	87	It was just pulling the cork out of his molasses jug with its teeth	[317, 384]	human	Fisherman	2
8229	20	148	study	10	88	The molasses spilled all over the floor	[384, 423]	human	Fisherman	2
8230	20	148	study	11	89	and the bear rubbed his paw in it, smearing it all over	[423, 478]	human	Fisherman	2
8231	20	148	study	12	90	When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore	[478, 584]	human	Fisherman	2
8232	20	148	study	13	91	Standing on its hind legs	[584, 609]	human	Fisherman	2
8233	20	148	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	2
8234	20	148	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	2
8235	20	148	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	2
8236	20	148	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	2
8237	20	148	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	2
8238	20	148	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	2
8239	20	148	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	2
8240	20	148	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	2
8241	20	148	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	2
8242	20	148	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	2
8243	20	148	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	2
8244	20	148	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	2
8245	20	148	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	2
8246	20	148	study	27	105	his stomach rumbling	[1217, 1237]	human	Fisherman	2
8247	20	148	study	28	106	All he had for dinner was some bread and what was left of the molasses	[1237, 1307]	human	Fisherman	2
8248	20	148	study	29	107	Finally the bear paused in his eating	[1307, 1344]	human	Fisherman	2
8249	20	148	study	30	108	and looked over to the bushes where the old man was hidden	[1344, 1402]	human	Fisherman	2
8250	20	148	study	31	109	The bear stood up and laid the remaining fish in a row	[1402, 1456]	human	Fisherman	2
8251	20	148	study	32	110	Then it walked away up the shore	[1456, 1488]	human	Fisherman	2
8252	20	148	study	33	111	The old man crept out of the bushes and down to the shore	[1488, 1545]	human	Fisherman	2
8253	20	148	study	34	112	Sure enough, the bear had left six large trout for him	[1545, 1599]	human	Fisherman	2
8254	20	148	study	35	113	He looked over at the bear	[1599, 1625]	human	Fisherman	2
8255	20	148	study	36	114	It was standing at the edge of the wood watching	[1625, 1673]	human	Fisherman	2
8256	20	148	study	37	115	"""Thanks a lot,"" the old man called to the bear"	[1673, 1719]	human	Fisherman	2
8257	20	148	study	38	116	The bear waved the now-clean paw at the old man	[1719, 1766]	human	Fisherman	2
8258	20	148	study	39	117	and disappeared into the thicket	[1766, 1798]	human	Fisherman	2
8259	20	148	study	40	118	"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses."""	[1798, 1888]	human	Fisherman	2
8260	20	148	study	41	119	The old man never hunted bears again	[1888, 1924]	human	Fisherman	2
8261	20	148	recall	1	79	there was old maine man	[0, 24]	human	Fisherman	2
8262	20	148	recall	2	82	he became discouraged	[71, 93]	human	Fisherman	2
8263	20	148	recall	3	83	headed back to his fish shack	[97, 126]	human	Fisherman	2
8264	20	148	recall	4	84	he saw that his door was open	[128, 158]	human	Fisherman	2
8265	20	148	recall	5	85	being a suspicious man was startled . he peered inside	[162, 216]	human	Fisherman	2
8266	20	148	recall	6	86	found a big black bear	[220, 243]	human	Fisherman	2
8267	20	148	recall	7	87	pulling the cork off of his molasses	[243, 279]	human	Fisherman	2
8268	20	148	recall	8	88	the molasses then spilled on the floor	[281, 320]	human	Fisherman	2
8269	20	148	recall	9	89	the bear wiped his paw in it	[324, 352]	human	Fisherman	2
8270	20	148	recall	10	90	the man yelled out in surprise which caused the bear to leave and head towards the lake shore	[354, 447]	human	Fisherman	2
8271	20	148	recall	11	94	its sticky paw	[464, 478]	human	Fisherman	2
8272	20	148	recall	12	93	which attracted flies , bugs , and mosquitos	[490, 532]	human	Fisherman	2
8273	20	148	recall	13	95	the bear then headed into the lake	[534, 568]	human	Fisherman	2
8274	20	148	recall	14	97	while holding his sticky paw above the water	[569, 613]	human	Fisherman	2
8275	20	148	recall	15	98	suddenly , a big trout jumped out of the water	[615, 660]	human	Fisherman	2
8276	20	148	recall	16	99	  was swatted onto the shore by the bear .	[664, 705]	human	Fisherman	2
8277	20	148	recall	17	101	the bear did this multiple times	[705, 738]	human	Fisherman	2
8278	20	148	recall	18	102	soon had a large pile	[742, 763]	human	Fisherman	2
8279	20	148	recall	19	104	ate a half dozen of the fish	[794, 822]	human	Fisherman	2
8280	20	148	recall	20	106	all he had to eat for dinner was some bread and what was left of the molasses	[900, 977]	human	Fisherman	2
8281	20	148	recall	21	108	the bear noticed the man	[979, 1004]	human	Fisherman	2
8282	20	148	recall	22	110	the bear then walked off	[1034, 1059]	human	Fisherman	2
8283	21	149	study	1	79	One fine day an old Maine man was fishing 	[0, 42]	human	Fisherman	1
8284	21	149	study	2	80	on his favorite lake 	[42, 63]	human	Fisherman	1
8285	21	149	study	3	81	and catching very little	[63, 87]	human	Fisherman	1
8286	21	149	study	4	82	Finally, he gave up	[87, 106]	human	Fisherman	1
8287	21	149	study	5	83	and walked back along the shore to his fishing shack	[106, 158]	human	Fisherman	1
8288	21	149	study	6	84	When he got close to the front door, he saw it was open.	[158, 214]	human	Fisherman	1
8289	21	149	study	7	85	Being of a suspicious nature, he walked to the door quietly and looked inside	[214, 291]	human	Fisherman	1
8290	21	149	study	8	86	There was a big black bear	[291, 317]	human	Fisherman	1
8291	21	149	study	9	87	It was just pulling the cork out of his molasses jug with its teeth	[317, 384]	human	Fisherman	1
8292	21	149	study	10	88	The molasses spilled all over the floor	[384, 423]	human	Fisherman	1
8293	21	149	study	11	89	and the bear rubbed his paw in it, smearing it all over	[423, 478]	human	Fisherman	1
8294	21	149	study	12	90	When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore	[478, 584]	human	Fisherman	1
8295	21	149	study	13	91	Standing on its hind legs	[584, 609]	human	Fisherman	1
8296	21	149	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	1
8297	21	149	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	1
8298	21	149	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	1
8299	21	149	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	1
8300	21	149	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	1
8301	21	149	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	1
8302	21	149	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	1
8303	21	149	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	1
8304	21	149	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	1
8305	21	149	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	1
8306	21	149	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	1
8307	21	149	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	1
8308	21	149	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	1
8309	21	149	study	27	105	his stomach rumbling	[1217, 1237]	human	Fisherman	1
8310	21	149	study	28	106	All he had for dinner was some bread and what was left of the molasses	[1237, 1307]	human	Fisherman	1
8311	21	149	study	29	107	Finally the bear paused in his eating	[1307, 1344]	human	Fisherman	1
8312	21	149	study	30	108	and looked over to the bushes where the old man was hidden	[1344, 1402]	human	Fisherman	1
8313	21	149	study	31	109	The bear stood up and laid the remaining fish in a row	[1402, 1456]	human	Fisherman	1
8314	21	149	study	32	110	Then it walked away up the shore	[1456, 1488]	human	Fisherman	1
8315	21	149	study	33	111	The old man crept out of the bushes and down to the shore	[1488, 1545]	human	Fisherman	1
8316	21	149	study	34	112	Sure enough, the bear had left six large trout for him	[1545, 1599]	human	Fisherman	1
8317	21	149	study	35	113	He looked over at the bear	[1599, 1625]	human	Fisherman	1
8318	21	149	study	36	114	It was standing at the edge of the wood watching	[1625, 1673]	human	Fisherman	1
8319	21	149	study	37	115	"""Thanks a lot,"" the old man called to the bear"	[1673, 1719]	human	Fisherman	1
8320	21	149	study	38	116	The bear waved the now-clean paw at the old man	[1719, 1766]	human	Fisherman	1
8321	21	149	study	39	117	and disappeared into the thicket	[1766, 1798]	human	Fisherman	1
8322	21	149	study	40	118	"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses."""	[1798, 1888]	human	Fisherman	1
8323	21	149	study	41	119	The old man never hunted bears again	[1888, 1924]	human	Fisherman	1
8324	21	149	recall	1	79	one day old maine walked came back from fishing	[0, 47]	human	Fisherman	1
8325	21	149	recall	2	81	having caught very little	[49, 74]	human	Fisherman	1
8326	21	149	recall	3	83	just as he walked into the fishing shack	[76, 116]	human	Fisherman	1
8327	21	149	recall	4	87	he saw a bear using his teeth to open a molasses jar	[118, 170]	human	Fisherman	1
8328	21	149	recall	5	92	the bear raised his hand full of molasses	[308, 350]	human	Fisherman	1
8329	21	149	recall	6	93	attracted a bunch of bugs and flies	[354, 389]	human	Fisherman	1
8330	21	149	recall	7	97	so he put his hand in the water	[391, 422]	human	Fisherman	1
8331	21	149	recall	8	101	he swatted the trout away and flung them onto the shore	[505, 560]	human	Fisherman	1
8332	21	149	recall	9	103	having caught very little that day ,	[656, 692]	human	Fisherman	1
8333	21	149	recall	10	105	his stomach was rumbling	[692, 717]	human	Fisherman	1
8334	21	149	recall	11	106	the only thing the fisherman had to eat was some bread and what was left of his molasses	[753, 841]	human	Fisherman	1
8335	21	149	recall	12	112	sure enough , the bear came up to him and gave him 6 trout fish to eat	[845, 914]	human	Fisherman	1
8336	21	149	recall	13	118	this was the first time a bear had paid him back for his molasses	[917, 982]	human	Fisherman	1
8337	21	150	study	1	79	One fine day an old Maine man was fishing 	[0, 42]	human	Fisherman	2
8338	21	150	study	2	80	on his favorite lake 	[42, 63]	human	Fisherman	2
8339	21	150	study	3	81	and catching very little	[63, 87]	human	Fisherman	2
8340	21	150	study	4	82	Finally, he gave up	[87, 106]	human	Fisherman	2
8341	21	150	study	5	83	and walked back along the shore to his fishing shack	[106, 158]	human	Fisherman	2
8342	21	150	study	6	84	When he got close to the front door, he saw it was open.	[158, 214]	human	Fisherman	2
8343	21	150	study	7	85	Being of a suspicious nature, he walked to the door quietly and looked inside	[214, 291]	human	Fisherman	2
8344	21	150	study	8	86	There was a big black bear	[291, 317]	human	Fisherman	2
8345	21	150	study	9	87	It was just pulling the cork out of his molasses jug with its teeth	[317, 384]	human	Fisherman	2
8346	21	150	study	10	88	The molasses spilled all over the floor	[384, 423]	human	Fisherman	2
8347	21	150	study	11	89	and the bear rubbed his paw in it, smearing it all over	[423, 478]	human	Fisherman	2
8348	21	150	study	12	90	When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore	[478, 584]	human	Fisherman	2
8349	21	150	study	13	91	Standing on its hind legs	[584, 609]	human	Fisherman	2
8350	21	150	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	2
8351	21	150	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	2
8352	21	150	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	2
8353	21	150	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	2
8354	21	150	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	2
8355	21	150	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	2
8356	21	150	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	2
8357	21	150	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	2
8358	21	150	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	2
8359	21	150	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	2
8360	21	150	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	2
8361	21	150	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	2
8362	21	150	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	2
8363	21	150	study	27	105	his stomach rumbling	[1217, 1237]	human	Fisherman	2
8364	21	150	study	28	106	All he had for dinner was some bread and what was left of the molasses	[1237, 1307]	human	Fisherman	2
8365	21	150	study	29	107	Finally the bear paused in his eating	[1307, 1344]	human	Fisherman	2
8366	21	150	study	30	108	and looked over to the bushes where the old man was hidden	[1344, 1402]	human	Fisherman	2
8367	21	150	study	31	109	The bear stood up and laid the remaining fish in a row	[1402, 1456]	human	Fisherman	2
8368	21	150	study	32	110	Then it walked away up the shore	[1456, 1488]	human	Fisherman	2
8369	21	150	study	33	111	The old man crept out of the bushes and down to the shore	[1488, 1545]	human	Fisherman	2
8370	21	150	study	34	112	Sure enough, the bear had left six large trout for him	[1545, 1599]	human	Fisherman	2
8371	21	150	study	35	113	He looked over at the bear	[1599, 1625]	human	Fisherman	2
8372	21	150	study	36	114	It was standing at the edge of the wood watching	[1625, 1673]	human	Fisherman	2
8373	21	150	study	37	115	"""Thanks a lot,"" the old man called to the bear"	[1673, 1719]	human	Fisherman	2
8374	21	150	study	38	116	The bear waved the now-clean paw at the old man	[1719, 1766]	human	Fisherman	2
8375	21	150	study	39	117	and disappeared into the thicket	[1766, 1798]	human	Fisherman	2
8376	21	150	study	40	118	"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses."""	[1798, 1888]	human	Fisherman	2
8377	21	150	study	41	119	The old man never hunted bears again	[1888, 1924]	human	Fisherman	2
8378	21	150	recall	1	79	one fine day an old maine man went fishing	[0, 43]	human	Fisherman	2
8379	21	150	recall	2	80	in his favorite lake	[43, 64]	human	Fisherman	2
8380	21	150	recall	3	81	caught very little	[68, 86]	human	Fisherman	2
8381	21	150	recall	4	83	he went back to his old fishing shack and heard something	[89, 146]	human	Fisherman	2
8382	21	150	recall	5	85	being a suspicion man , he crept through the door	[148, 197]	human	Fisherman	2
8383	21	150	recall	6	86	saw a big black bear	[201, 221]	human	Fisherman	2
8384	21	150	recall	7	87	the bear had his teeth in the cork of a jar of molasses	[224, 279]	human	Fisherman	2
8385	21	150	recall	8	88	having startled the bear , he spilled the jar of molasses	[281, 338]	human	Fisherman	2
8386	21	150	recall	9	89	and wiped his paw in it , smearing it all over	[338, 383]	human	Fisherman	2
8387	21	150	recall	10	95	waded into the water	[423, 443]	human	Fisherman	2
8388	21	150	recall	11	97	he kept his paw above the water	[445, 477]	human	Fisherman	2
8389	21	150	recall	12	93	covered with bugs and mosquitoes and flies	[527, 569]	human	Fisherman	2
8390	21	150	recall	13	98	a large trout jumped out of the water to try to catch some of the bugs	[598, 668]	human	Fisherman	2
8391	21	150	recall	14	99	the bear swatted the trout and flung him onto the shore	[670, 725]	human	Fisherman	2
8392	21	150	recall	15	101	he did this many times	[728, 751]	human	Fisherman	2
8393	21	150	recall	16	106	had nothing to eat except for some bread and the rest of the molasses	[877, 946]	human	Fisherman	2
8394	21	150	recall	17	105	as he watched , his stomach rumbled	[948, 982]	human	Fisherman	2
8395	21	150	recall	18	108	the bear noticed the old man	[988, 1017]	human	Fisherman	2
8396	22	151	study	1	79	One fine day an old Maine man was fishing 	[0, 42]	human	Fisherman	1
8397	22	151	study	2	80	on his favorite lake 	[42, 63]	human	Fisherman	1
8398	22	151	study	3	81	and catching very little	[63, 87]	human	Fisherman	1
8399	22	151	study	4	82	Finally, he gave up	[87, 106]	human	Fisherman	1
8400	22	151	study	5	83	and walked back along the shore to his fishing shack	[106, 158]	human	Fisherman	1
8401	22	151	study	6	84	When he got close to the front door, he saw it was open.	[158, 214]	human	Fisherman	1
8402	22	151	study	7	85	Being of a suspicious nature, he walked to the door quietly and looked inside	[214, 291]	human	Fisherman	1
8403	22	151	study	8	86	There was a big black bear	[291, 317]	human	Fisherman	1
8404	22	151	study	9	87	It was just pulling the cork out of his molasses jug with its teeth	[317, 384]	human	Fisherman	1
8405	22	151	study	10	88	The molasses spilled all over the floor	[384, 423]	human	Fisherman	1
8406	22	151	study	11	89	and the bear rubbed his paw in it, smearing it all over	[423, 478]	human	Fisherman	1
8407	22	151	study	12	90	When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore	[478, 584]	human	Fisherman	1
8408	22	151	study	13	91	Standing on its hind legs	[584, 609]	human	Fisherman	1
8409	22	151	study	14	92	it held up the paw full of molasses	[609, 644]	human	Fisherman	1
8410	22	151	study	15	93	Soon all the flies and bugs and mosquitoes were swarming	[644, 700]	human	Fisherman	1
8411	22	151	study	16	94	all over the sticky sweet paw	[700, 729]	human	Fisherman	1
8412	22	151	study	17	95	Then the bear waded into the water	[729, 763]	human	Fisherman	1
8413	22	151	study	18	96	with his sticky paw full of bugs	[763, 795]	human	Fisherman	1
8414	22	151	study	19	97	It held the paw out over the water	[795, 829]	human	Fisherman	1
8415	22	151	study	20	98	Suddenly, a big trout came jumping out of the water trying to get to the flies	[829, 907]	human	Fisherman	1
8416	22	151	study	21	99	The bear gave it a swat and it flew to the shore and flopped there	[907, 973]	human	Fisherman	1
8417	22	151	study	22	100	Then another fish jumped into the air after the flies, followed swiftly by another	[973, 1055]	human	Fisherman	1
8418	22	151	study	23	101	Every time a fish jumped after his paw, the bear cuffed it ashore	[1055, 1120]	human	Fisherman	1
8419	22	151	study	24	102	Soon it had a large pile	[1120, 1144]	human	Fisherman	1
8420	22	151	study	25	103	The old man had caught nothing	[1144, 1174]	human	Fisherman	1
8421	22	151	study	26	104	He watched that bear eat half a dozen trout	[1174, 1217]	human	Fisherman	1
